no,Date,Time,Currency,Impact,News description,Actual,Forecast,Previous,Revised from,FF event ID
10979,2009-07-27,23:00,AUD,H,RBA Gov Stevens Speaks,,,,,22783
10980,2009-07-28,2:00,CHF,M,UBS Consumption Indicator,0.96,,0.75,0.77,13636
10981,2009-07-28,6:00,GBP,H,CBI Realized Sales,-15,-12,-17,,12328
10982,2009-07-28,9:00,USD,M,S+P/CS Composite-20 HPI y/y,-17.10%,-17.80%,-18.10%,,13960
10983,2009-07-28,9:59,USD,L,Richmond Manufacturing Index,14,8,6,,12950
10984,2009-07-28,10:00,USD,H,CB Consumer Confidence,46.6,49.1,49.3,,10657
10985,2009-07-28,12:35,USD,M,FOMC Member Yellen Speaks,,,,,23302
10986,2009-07-28,16:45,USD,H,Treasury Sec Geithner Speaks,,,,,23675
10987,2009-07-28,17:20,USD,M,Treasury Sec Geithner Speaks,,,,,23673
10988,2009-07-28,18:00,USD,M,Fed Chairman Bernanke Speaks,,,,,23395
10989,2009-07-28,18:45,NZD,H,Building Consents m/m,-9.50%,,3.00%,3.50%,12939
10990,2009-07-28,19:00,USD,M,Treasury Sec Geithner Speaks,,,,,23672
10991,2009-07-28,19:50,JPY,M,Retail Sales y/y,-3.00%,-2.50%,-2.70%,-2.80%,14263
10992,2009-07-28,21:06,AUD,M,HIA New Home Sales m/m,0.50%,,-5.70%,,14482
10993,2009-07-28,23:00,NZD,H,ANZ Business Confidence,18.7,,5.5,,13049
10994,2009-07-29,0:01,EUR,M,German Prelim CPI m/m [All Day],-0.10%,0.20%,0.40%,,11831
10995,2009-07-29,4:30,GBP,L,Mortgage Approvals,48K,48K,44K,43K,12402
10996,2009-07-29,4:30,GBP,M,Net Lending to Individuals m/m,0.4B,1.0B,0.5B,0.6B,13260
10997,2009-07-29,8:30,USD,H,Core Durable Goods Orders m/m,1.10%,0.10%,0.80%,1.10%,11330
10998,2009-07-29,8:30,USD,L,FOMC Member Dudley Speaks,,,,,23303
10999,2009-07-29,8:30,USD,M,Durable Goods Orders m/m,-2.50%,-0.60%,1.30%,1.80%,11329
11000,2009-07-29,10:30,USD,M,Crude Oil Inventories,5.1M,-1.1M,-1.8M,,14649
11001,2009-07-29,14:00,USD,M,Beige Book,,,,,10995
11002,2009-07-29,17:00,NZD,H,Official Cash Rate,2.50%,2.50%,2.50%,,12588
11003,2009-07-29,17:00,NZD,H,RBNZ Rate Statement,,,,,12589
11004,2009-07-29,18:00,USD,M,Fed Chairman Bernanke Speaks,,,,,23396
11005,2009-07-29,19:50,JPY,M,Prelim Industrial Production m/m,2.40%,2.50%,5.70%,5.90%,14261
11006,2009-07-29,21:30,AUD,H,Building Approvals m/m,9.30%,7.20%,-11.00%,-12.50%,12834
11007,2009-07-30,2:00,GBP,H,Nationwide HPI m/m,1.30%,0.30%,1.00%,0.90%,12427
11008,2009-07-30,3:55,EUR,M,German Unemployment Change,-6K,44K,27K,31K,11808
11009,2009-07-30,4:00,EUR,L,Retail PMI,47.3,,47.5,,43606
11010,2009-07-30,5:00,EUR,L,Consumer Confidence,-23,-24,-25,,13683
11011,2009-07-30,5:26,EUR,L,Italian 10-y Bond Auction,4.23|1.4,,4.50|1.5,,43384
11012,2009-07-30,8:30,CAD,L,IPPI m/m,0.70%,0.20%,-1.20%,-1.10%,12785
11013,2009-07-30,8:30,CAD,M,RMPI m/m,6.20%,3.10%,2.20%,,12786
11014,2009-07-30,8:30,USD,H,Unemployment Claims,584K,573K,559K,554K,14708
11015,2009-07-30,10:30,USD,L,Natural Gas Storage,71B,71B,66B,,11741
11016,2009-07-30,19:01,GBP,M,GfK Consumer Confidence,-25,-23,-25,,12439
11017,2009-07-30,19:15,JPY,L,Final Manufacturing PMI,50.4,,48.2,,14508
11018,2009-07-30,19:30,JPY,L,National Core CPI y/y,-1.70%,-1.60%,-1.10%,,14231
11019,2009-07-30,19:30,JPY,L,Unemployment Rate,5.40%,5.30%,5.20%,,14262
11020,2009-07-30,19:30,JPY,M,Household Spending y/y,0.20%,0.30%,0.30%,,14554
11021,2009-07-30,19:30,JPY,M,Tokyo Core CPI y/y,-1.70%,-1.70%,-1.30%,,14232
11022,2009-07-30,20:30,AUD,L,MI Inflation Gauge m/m,0.90%,,0.40%,,13104
11023,2009-07-30,21:30,AUD,M,Private Sector Credit m/m,0.10%,0.10%,-0.10%,,11770
11024,2009-07-31,1:00,JPY,L,Housing Starts y/y,-32.40%,-31.00%,-30.80%,,14555
11025,2009-07-31,5:00,EUR,L,Italian Prelim CPI m/m,0.00%,0.10%,0.10%,,14388
11026,2009-07-31,5:00,EUR,M,CPI Flash Estimate y/y,-0.60%,-0.40%,-0.10%,,13743
11027,2009-07-31,5:00,EUR,M,Unemployment Rate,9.40%,9.70%,9.30%,9.50%,13654
11028,2009-07-31,5:30,CHF,H,KOF Economic Barometer,-0.99,-1.48,-1.49,-1.65,13624
11029,2009-07-31,8:30,CAD,H,GDP m/m,-0.50%,-0.40%,-0.20%,-0.10%,12765
11030,2009-07-31,8:30,USD,H,Advance GDP q/q,-1.00%,-1.40%,-5.50%,-6.10%,11402
11031,2009-07-31,8:30,USD,M,Advance GDP Price Index q/q,0.20%,1.10%,2.80%,2.90%,11403
11032,2009-07-31,8:30,USD,M,Employment Cost Index q/q,0.40%,0.30%,0.30%,,11589
11033,2009-07-31,9:45,USD,M,Chicago PMI,43.4,42.5,39.9,,12680
11034,2009-07-31,13:15,USD,L,President Obama Speaks,,,,,23784
11035,2009-07-31,21:03,CNY,H,Manufacturing PMI,53.3,,53.2,,18439
11036,2009-08-02,19:30,AUD,L,AIG Manufacturing Index,44.5,,38.4,,10858
11037,2009-08-02,21:00,CNY,L,Non-Manufacturing PMI,58.9,,55.4,,42279
11038,2009-08-02,21:30,AUD,M,ANZ Job Advertisements m/m,-1.70%,,-6.70%,,19269
11039,2009-08-02,21:30,JPY,M,Average Cash Earnings y/y,-7.10%,-3.60%,-2.50%,-2.90%,14573
11040,2009-08-02,22:30,CNY,M,Caixin Final Manufacturing PMI,52.8,,51.8,,18431
11041,2009-08-03,0:01,CAD,N,Bank Holiday [All Day],,,,,14748
11042,2009-08-03,0:01,USD,L,Total Vehicle Sales [All Day],11.2M,10.1M,9.7M,,12963
11043,2009-08-03,2:00,EUR,M,German Retail Sales m/m,-1.80%,0.40%,-1.30%,0.40%,11796
11044,2009-08-03,3:15,EUR,L,Spanish Manufacturing PMI,47.3,,42.8,,43820
11045,2009-08-03,3:30,CHF,M,Manufacturing PMI,44.3,43.6,41.8,,11105
11046,2009-08-03,3:45,EUR,L,Italian Manufacturing PMI,45.4,44.4,42.7,,43474
11047,2009-08-03,3:50,EUR,L,French Final Manufacturing PMI,48.1,48.1,47.9,,58854
11048,2009-08-03,3:55,EUR,L,German Final Manufacturing PMI,45.7,45.2,45.2,,58973
11049,2009-08-03,4:00,EUR,L,Final Manufacturing PMI,46.3,46,46,,10932
11050,2009-08-03,4:30,GBP,H,Manufacturing PMI,50.8,47.7,47.4,47,10883
11051,2009-08-03,10:00,USD,H,ISM Manufacturing PMI,48.9,46.4,44.8,,10781
11052,2009-08-03,10:00,USD,L,Construction Spending m/m,0.30%,-0.50%,-0.80%,-0.90%,11122
11053,2009-08-03,10:00,USD,L,ISM Manufacturing Prices,55,51,50,,10782
11054,2009-08-03,18:45,NZD,H,Labor Cost Index q/q,0.30%,0.50%,0.50%,,12505
11055,2009-08-03,19:50,JPY,L,Monetary Base y/y,6.10%,6.80%,6.40%,,13824
11056,2009-08-03,21:30,AUD,H,Retail Sales m/m,-1.40%,0.50%,1.00%,,12724
11057,2009-08-03,21:30,AUD,M,HPI q/q,4.20%,2.10%,-1.50%,-2.20%,12660
11058,2009-08-03,23:03,NZD,L,ANZ Commodity Prices m/m,1.00%,,0.20%,,13985
11059,2009-08-03,23:45,JPY,L,10-y Bond Auction,1.45|2.9,,1.35|2.3,,49005
11060,2009-08-04,0:30,AUD,H,Cash Rate,3.00%,3.00%,3.00%,,10581
11061,2009-08-04,0:30,AUD,H,RBA Rate Statement,,,,,10582
11062,2009-08-04,2:30,AUD,M,Commodity Prices y/y,-31.80%,,-28.30%,-29.30%,14061
11063,2009-08-04,3:00,EUR,L,Spanish Unemployment Change,-20.8K,,-55.3K,,43999
11064,2009-08-04,3:15,CHF,M,CPI m/m,-0.70%,-0.60%,0.20%,,13543
11065,2009-08-04,4:30,GBP,M,Construction PMI,47,46,44.5,,10885
11066,2009-08-04,5:00,EUR,L,PPI m/m,0.30%,0.20%,0.00%,-0.20%,12976
11067,2009-08-04,8:30,USD,L,Personal Income m/m,-1.30%,-0.90%,1.30%,1.40%,11445
11068,2009-08-04,8:30,USD,M,Core PCE Price Index m/m,0.20%,0.20%,0.10%,,11464
11069,2009-08-04,8:30,USD,M,Personal Spending m/m,0.40%,0.30%,0.10%,0.30%,11463
11070,2009-08-04,9:30,USD,M,FOMC Member Tarullo Speaks,,,,,23776
11071,2009-08-04,10:00,USD,H,Pending Home Sales m/m,3.60%,0.60%,0.80%,0.10%,13334
11072,2009-08-04,10:30,NZD,L,GDT Price Index,24.30%,,-3.00%,,56220
11073,2009-08-04,19:01,GBP,L,BRC Shop Price Index y/y,0.50%,,0.70%,,12712
11074,2009-08-04,19:01,GBP,M,Nationwide Consumer Confidence,60,59,59,58,13016
11075,2009-08-04,19:30,AUD,L,AIG Services Index,44.1,,50.2,,10859
11076,2009-08-04,21:30,AUD,H,Trade Balance,-0.44B,-0.79B,-0.74B,-0.56B,12833
11077,2009-08-05,2:00,GBP,H,Halifax HPI m/m,1.10%,0.70%,-0.50%,,12256
11078,2009-08-05,3:15,EUR,L,Spanish Services PMI,40.8,,41.2,,43916
11079,2009-08-05,3:45,EUR,L,Italian Services PMI,44.5,42.8,42.3,,43534
11080,2009-08-05,3:50,EUR,L,French Final Services PMI,45.5,45.5,45.5,,59111
11081,2009-08-05,3:55,EUR,L,German Final Services PMI,48.1,48.4,48.4,,59123
11082,2009-08-05,4:00,EUR,L,Final Services PMI,45.7,45.6,45.6,,10962
11083,2009-08-05,4:30,GBP,H,Manufacturing Production m/m,0.40%,0.00%,-0.60%,-0.50%,10819
11084,2009-08-05,4:30,GBP,H,Services PMI,53.2,51.9,51.6,,10886
11085,2009-08-05,4:30,GBP,L,Industrial Production m/m,0.50%,0.00%,-0.70%,-0.60%,10818
11086,2009-08-05,5:00,EUR,M,Retail Sales m/m,-0.20%,0.30%,-0.50%,-0.40%,12993
11087,2009-08-05,7:30,USD,L,Challenger Job Cuts y/y,-5.70%,,-9.00%,,13848
11088,2009-08-05,8:15,USD,H,ADP Non-Farm Employment Change,-371K,-351K,-463K,-473K,11604
11089,2009-08-05,10:00,GBP,M,NIESR GDP Estimate,-0.40%,,-0.80%,-0.40%,13272
11090,2009-08-05,10:00,USD,H,ISM Non-Manufacturing PMI,46.4,48.1,47,,10783
11091,2009-08-05,10:00,USD,M,Factory Orders m/m,0.40%,-0.70%,1.10%,1.20%,11542
11092,2009-08-05,10:30,USD,M,Crude Oil Inventories,1.7M,0.9M,5.1M,,14650
11093,2009-08-05,18:45,NZD,H,Employment Change q/q,-0.40%,-0.70%,-1.30%,-1.10%,12847
11094,2009-08-05,18:45,NZD,H,Unemployment Rate,6.00%,5.60%,5.00%,,12848
11095,2009-08-05,21:30,AUD,H,Employment Change,32.2K,-18.8K,-23.1K,-21.4K,13524
11096,2009-08-05,21:30,AUD,H,Unemployment Rate,5.80%,6.00%,5.80%,,13523
11097,2009-08-05,23:45,JPY,L,30-y Bond Auction,2.32|3.3,,2.27|3.9,,49070
11098,2009-08-06,1:00,JPY,L,Leading Indicators,79.80%,79.80%,76.90%,77.00%,14429
11099,2009-08-06,1:45,CHF,M,SECO Consumer Climate,-42,-42,-38,,13035
11100,2009-08-06,3:00,CHF,M,Foreign Currency Reserves,81.2B,,81.7B,,42170
11101,2009-08-06,4:00,EUR,L,Italian Industrial Production m/m,-1.20%,0.40%,0.00%,,14365
11102,2009-08-06,5:00,GBP,L,CB Leading Index m/m,1.00%,,1.00%,,14045
11103,2009-08-06,6:00,EUR,M,German Factory Orders m/m,4.50%,0.60%,4.40%,,11691
11104,2009-08-06,7:00,GBP,H,Asset Purchase Facility,175B,125B,125B,,24507
11105,2009-08-06,7:00,GBP,H,MPC Rate Statement,,,,,11642
11106,2009-08-06,7:00,GBP,H,Official Bank Rate,0.50%,0.50%,0.50%,,11643
11107,2009-08-06,7:45,EUR,H,Minimum Bid Rate,1.00%,1.00%,1.00%,,10641
11108,2009-08-06,8:30,CAD,H,Building Permits m/m,1.00%,-1.20%,17.50%,14.80%,13501
11109,2009-08-06,8:30,EUR,H,ECB Press Conference,,,,,10642
11110,2009-08-06,8:30,USD,H,Unemployment Claims,550K,587K,588K,584K,14709
11111,2009-08-06,10:30,USD,L,Natural Gas Storage,66B,60B,71B,,11742
11112,2009-08-06,19:30,AUD,L,AIG Construction Index,39.5,,42.6,,10860
11113,2009-08-06,21:30,AUD,H,RBA Monetary Policy Statement,,,,,14318
11114,2009-08-07,1:45,CHF,L,Unemployment Rate,3.90%,3.90%,3.80%,,13583
11115,2009-08-07,2:00,EUR,L,German Trade Balance,11.0B,10.9B,10.2B,10.3B,11820
11116,2009-08-07,2:45,EUR,L,French Trade Balance,-4.0B,-3.0B,-3.1B,-2.7B,13873
11117,2009-08-07,3:59,EUR,L,Italian Prelim GDP q/q,-0.50%,-0.70%,-2.70%,-2.40%,12547
11118,2009-08-07,4:30,GBP,H,PPI Input m/m,-1.40%,-0.80%,0.50%,1.50%,12471
11119,2009-08-07,4:30,GBP,L,PPI Output m/m,0.30%,0.20%,0.00%,-0.20%,12472
11120,2009-08-07,6:00,EUR,M,German Industrial Production m/m,-0.10%,0.60%,4.30%,3.70%,11679
11121,2009-08-07,7:00,CAD,H,Employment Change,-44.5K,-19.0K,-7.4K,,13462
11122,2009-08-07,7:00,CAD,H,Unemployment Rate,8.60%,8.80%,8.60%,,13461
11123,2009-08-07,8:30,USD,H,Non-Farm Employment Change,-247K,-320K,-443K,-467K,10613
11124,2009-08-07,8:30,USD,H,Unemployment Rate,9.40%,9.60%,9.50%,,10612
11125,2009-08-07,8:30,USD,M,Average Hourly Earnings m/m,0.20%,0.10%,0.00%,,10614
11126,2009-08-07,10:00,CAD,H,Ivey PMI,51.8,55.2,58.2,,13861
11127,2009-08-07,15:00,USD,L,Consumer Credit m/m,-10.3B,-4.0B,-5.4B,-3.2B,11582
11128,2009-08-09,19:50,JPY,L,Bank Lending y/y,2.10%,,2.40%,,13836
11129,2009-08-09,19:50,JPY,L,Current Account,1.80T,1.42T,1.02T,,14534
11130,2009-08-09,19:50,JPY,L,M2 Money Stock y/y,2.70%,2.60%,2.50%,,14331
11131,2009-08-09,19:50,JPY,M,Core Machinery Orders m/m,9.70%,2.80%,-3.00%,,13799
11132,2009-08-09,21:30,AUD,H,Home Loans m/m,1.10%,1.90%,-1.20%,2.20%,13090
11133,2009-08-10,1:00,JPY,L,Economy Watchers Sentiment,42.4,43.4,42.2,,14428
11134,2009-08-10,2:00,JPY,L,Prelim Machine Tool Orders y/y,-72.20%,,-72.80%,-73.10%,14601
11135,2009-08-10,2:45,EUR,M,French Industrial Production m/m,0.30%,-0.10%,2.80%,2.60%,13885
11136,2009-08-10,4:30,EUR,L,Sentix Investor Confidence,-17,-26,-31.3,,13777
11137,2009-08-10,19:01,GBP,M,BRC Retail Sales Monitor y/y,1.80%,,1.40%,,12700
11138,2009-08-10,19:01,GBP,M,RICS House Price Balance,-8%,-9%,-17%,-18%,12305
11139,2009-08-10,21:30,AUD,M,NAB Business Confidence,10,,4,,13066
11140,2009-08-10,22:00,CNY,H,Industrial Production y/y,10.80%,11.50%,10.70%,,18467
11141,2009-08-10,22:00,CNY,L,Retail Sales y/y,15.20%,15.10%,15.00%,,23240
11142,2009-08-10,22:00,CNY,M,CPI y/y,-1.80%,-1.70%,-1.70%,,18513
11143,2009-08-10,22:00,CNY,M,Fixed Asset Investment ytd/y,32.90%,34.20%,33.60%,,19755
11144,2009-08-10,22:00,CNY,M,NBS Press Conference,,,,,23834
11145,2009-08-10,22:00,CNY,M,PPI y/y,-8.20%,-8.30%,-7.80%,,18552
11146,2009-08-10,22:50,CNY,H,Trade Balance,10.6B,10.1B,8.3B,,18376
11147,2009-08-10,22:53,JPY,M,Monetary Policy Statement,,,,,14293
11148,2009-08-10,22:53,JPY,M,Overnight Call Rate,0.10%,0.10%,0.10%,,14292
11149,2009-08-10,23:30,CNY,L,M2 Money Supply y/y,28.40%,28.90%,28.50%,,24267
11150,2009-08-10,23:30,CNY,M,New Loans,356B,,1530B,,24362
11151,2009-08-11,1:00,JPY,L,Consumer Confidence,39.4,39.2,37.6,,14544
11152,2009-08-11,2:00,EUR,L,German Final CPI m/m,0.00%,-0.10%,-0.10%,,11854
11153,2009-08-11,2:00,EUR,L,German WPI m/m,-0.50%,0.10%,0.90%,,11901
11154,2009-08-11,2:45,EUR,L,French Gov Budget Balance,-86.6B,,-88.7B,,13949
11155,2009-08-11,3:19,JPY,H,BOJ Press Conference,,,,,14294
11156,2009-08-11,4:30,GBP,M,Trade Balance,-6.5B,-6.3B,-6.2B,-6.3B,12669
11157,2009-08-11,4:34,GBP,L,HPI y/y,-10.70%,-11.80%,-12.70%,-12.50%,12452
11158,2009-08-11,5:43,GBP,L,10-y Bond Auction,3.93|1.9,,3.83|2.0,,43126
11159,2009-08-11,7:30,USD,L,NFIB Small Business Index,86.5,,87.9,,48369
11160,2009-08-11,8:15,CAD,H,Housing Starts,132K,143K,138K,141K,14201
11161,2009-08-11,8:30,USD,M,Prelim Nonfarm Productivity q/q,6.40%,5.20%,1.60%,0.80%,11567
11162,2009-08-11,8:30,USD,M,Prelim Unit Labor Costs q/q,-5.80%,-2.30%,3.00%,3.30%,11568
11163,2009-08-11,10:00,USD,L,IBD/TIPP Economic Optimism,50.3,47.4,46.3,,14738
11164,2009-08-11,10:00,USD,L,Wholesale Inventories m/m,-1.70%,-1.00%,-1.20%,-0.80%,11703
11165,2009-08-11,19:50,JPY,L,PPI y/y,-8.50%,-8.80%,-6.70%,-6.60%,13798
11166,2009-08-11,21:00,AUD,M,Westpac Consumer Sentiment,3.70%,,9.30%,,14773
11167,2009-08-11,21:30,AUD,M,Wage Price Index q/q,0.80%,0.80%,0.80%,,12529
11168,2009-08-12,0:30,JPY,L,Revised Industrial Production m/m,2.30%,2.40%,2.40%,,14430
11169,2009-08-12,1:00,JPY,M,BOJ Monthly Report,,,,,14098
11170,2009-08-12,2:45,EUR,L,French CPI m/m,-0.40%,-0.40%,0.10%,,13897
11171,2009-08-12,4:30,GBP,H,Claimant Count Change,24.9K,25.3K,21.5K,23.8K,10750
11172,2009-08-12,4:30,GBP,L,Unemployment Rate,7.80%,7.70%,7.60%,,10752
11173,2009-08-12,4:30,GBP,M,Average Earnings Index 3m/y,2.50%,2.30%,2.30%,,10751
11174,2009-08-12,5:00,EUR,M,Industrial Production m/m,-0.60%,0.30%,0.60%,0.50%,13765
11175,2009-08-12,5:08,EUR,L,German 10-y Bond Auction,3.43|1.8,,3.40|1.3,,43219
11176,2009-08-12,5:30,GBP,H,BOE Gov King Speaks,,,,,14450
11177,2009-08-12,5:30,GBP,H,BOE Inflation Report,,,,,14449
11178,2009-08-12,8:30,CAD,H,Trade Balance,-0.1B,-0.6B,-1.1B,-1.4B,13229
11179,2009-08-12,8:30,CAD,M,NHPI m/m,-0.20%,0.00%,-0.10%,,12802
11180,2009-08-12,8:30,USD,H,Trade Balance,-27.0B,-28.4B,-26.0B,,11530
11181,2009-08-12,10:00,USD,L,JOLTS Job Openings,2.56M,,2.52M,2.55M,49300
11182,2009-08-12,10:30,USD,M,Crude Oil Inventories,2.5M,0.7M,1.7M,,14651
11183,2009-08-12,13:00,USD,M,10-y Bond Auction,3.73|2.5,,3.37|3.3,,43085
11184,2009-08-12,14:00,USD,M,Federal Budget Balance,-180.7B,-175.0B,-94.3B,,14825
11185,2009-08-12,14:15,USD,H,Federal Funds Rate,<0.25%,<0.25%,<0.25%,,10545
11186,2009-08-12,14:15,USD,H,FOMC Statement,,,,,10546
11187,2009-08-12,18:17,NZD,L,Business NZ Manufacturing Index,49.7,,46.5,46.2,14497
11188,2009-08-12,18:48,NZD,L,FPI m/m,0.60%,,2.80%,,13997
11189,2009-08-12,21:00,AUD,M,MI Inflation Expectations,3.50%,,3.20%,,12745
11190,2009-08-13,2:00,EUR,H,German Prelim GDP q/q,0.30%,-0.20%,-3.50%,-3.80%,11663
11191,2009-08-13,2:45,EUR,L,French Prelim GDP q/q,0.30%,-0.30%,-1.30%,-1.20%,12546
11192,2009-08-13,3:15,CHF,M,PPI m/m,0.00%,0.10%,0.00%,,13555
11193,2009-08-13,4:00,EUR,M,ECB Monthly Bulletin,,,,,10670
11194,2009-08-13,5:00,EUR,H,Flash GDP q/q,-0.10%,-0.50%,-2.50%,,12548
11195,2009-08-13,8:30,USD,H,Core Retail Sales m/m,-0.60%,0.20%,0.50%,0.30%,11429
11196,2009-08-13,8:30,USD,H,Retail Sales m/m,-0.10%,0.80%,0.80%,0.60%,11428
11197,2009-08-13,8:30,USD,H,Unemployment Claims,558K,545K,554K,550K,14710
11198,2009-08-13,8:30,USD,M,Import Prices m/m,-0.70%,-0.30%,2.60%,3.20%,11554
11199,2009-08-13,10:00,USD,M,Business Inventories m/m,-1.10%,-0.90%,-1.20%,-1.00%,11616
11200,2009-08-13,10:30,USD,L,Natural Gas Storage,63B,71B,66B,,11743
11201,2009-08-13,13:00,USD,L,30-y Bond Auction,4.54|2.5,,4.30|2.4,,43103
11202,2009-08-13,18:00,NZD,M,REINZ HPI m/m,1.00%,,-1.10%,,37377
11203,2009-08-13,18:45,NZD,H,Core Retail Sales m/m,-0.40%,-0.60%,1.50%,1.60%,12878
11204,2009-08-13,18:45,NZD,L,Core Retail Sales q/q,0.20%,,-1.00%,-1.20%,37737
11205,2009-08-13,18:45,NZD,L,Retail Sales q/q,0.40%,0.30%,-2.70%,-2.90%,37720
11206,2009-08-13,18:45,NZD,M,Retail Sales m/m,0.10%,-0.30%,0.70%,0.80%,12877
11207,2009-08-13,19:30,AUD,H,RBA Gov Stevens Speaks,,,,,23777
11208,2009-08-13,19:50,JPY,M,Monetary Policy Meeting Minutes,,,,,14295
11209,2009-08-13,19:50,JPY,M,Tertiary Industry Activity m/m,0.10%,-0.30%,-0.30%,-0.10%,14348
11210,2009-08-14,2:45,EUR,M,French Prelim Non-Farm Payrolls q/q,-0.50%,-0.70%,-1.10%,-0.90%,12509
11211,2009-08-14,3:00,EUR,L,Spanish Flash GDP q/q,-1.00%,-0.80%,-1.10%,-1.90%,43753
11212,2009-08-14,5:00,EUR,M,Final Core CPI y/y,1.30%,1.40%,1.40%,,13745
11213,2009-08-14,5:00,EUR,M,Final CPI y/y,-0.70%,-0.60%,-0.60%,,13744
11214,2009-08-14,8:30,CAD,L,New Motor Vehicle Sales m/m,-0.60%,-0.90%,0.40%,1.00%,13431
11215,2009-08-14,8:30,CAD,M,Manufacturing Sales m/m,1.90%,0.00%,-4.90%,-6.00%,13419
11216,2009-08-14,8:30,USD,H,Core CPI m/m,0.10%,0.10%,0.20%,,11513
11217,2009-08-14,8:30,USD,M,CPI m/m,0.00%,0.00%,0.70%,,11514
11218,2009-08-14,9:15,USD,M,Capacity Utilization Rate,68.50%,68.20%,68.10%,68.00%,11144
11219,2009-08-14,9:15,USD,M,Industrial Production m/m,0.50%,0.40%,-0.40%,,11143
11220,2009-08-14,9:55,USD,L,Prelim UoM Inflation Expectations,2.80%,,2.90%,3.00%,10718
11221,2009-08-14,9:55,USD,M,Prelim UoM Consumer Sentiment,63.2,69.1,66,64.6,10689
11222,2009-08-16,19:01,GBP,M,Rightmove HPI m/m,-2.20%,,0.60%,,12357
11223,2009-08-16,19:50,JPY,H,Prelim GDP q/q,0.90%,1.10%,-3.10%,-4.00%,12560
11224,2009-08-16,19:50,JPY,M,Prelim GDP Price Index y/y,0.50%,1.80%,0.90%,1.10%,12561
11225,2009-08-16,22:18,CNY,L,Foreign Direct Investment ytd/y,-20.30%,,-17.90%,,19313
11226,2009-08-17,3:15,CHF,H,Retail Sales y/y,0.90%,0.80%,-1.40%,,13595
11227,2009-08-17,5:00,EUR,L,Trade Balance,1.0B,1.4B,1.1B,0.8B,13717
11228,2009-08-17,8:30,USD,M,Empire State Manufacturing Index,12.1,3.1,-0.6,,14009
11229,2009-08-17,9:00,USD,H,Fed Announcement,,,,,30143
11230,2009-08-17,9:00,USD,H,TIC Long-Term Purchases,90.7B,17.7B,-19.4B,-19.8B,12144
11231,2009-08-17,13:00,USD,L,NAHB Housing Market Index,18,18,17,,13973
11232,2009-08-17,14:00,USD,L,Loan Officer Survey,,,,,24057
11233,2009-08-17,21:30,AUD,H,Monetary Policy Meeting Minutes,,,,,12380
11234,2009-08-18,4:30,GBP,H,CPI y/y,1.80%,1.50%,1.80%,,13159
11235,2009-08-18,4:30,GBP,L,Core CPI y/y,1.80%,1.50%,1.60%,,13160
11236,2009-08-18,4:30,GBP,M,RPI y/y,-1.40%,-1.70%,-1.60%,,13161
11237,2009-08-18,5:00,EUR,H,German ZEW Economic Sentiment,56.1,45.2,39.5,,11928
11238,2009-08-18,5:00,EUR,M,ZEW Economic Sentiment,54.9,44.6,39.5,,11929
11239,2009-08-18,8:30,CAD,M,Foreign Securities Purchases,10.51B,13.55B,18.78B,18.89B,12814
11240,2009-08-18,8:30,USD,H,Building Permits,0.56M,0.58M,0.57M,0.56M,11168
11241,2009-08-18,8:30,USD,H,PPI m/m,-0.90%,-0.20%,1.80%,,11489
11242,2009-08-18,8:30,USD,M,Core PPI m/m,-0.10%,0.10%,0.50%,,11490
11243,2009-08-18,8:30,USD,M,Housing Starts,0.58M,0.60M,0.59M,0.58M,11167
11244,2009-08-18,18:45,NZD,H,PPI Input q/q,0.00%,-0.70%,-2.50%,,12495
11245,2009-08-18,18:45,NZD,L,PPI Output q/q,-0.70%,-0.60%,-1.40%,,12496
11246,2009-08-18,19:20,AUD,M,RBA Assist Gov Edey Speaks,,,,,23778
11247,2009-08-18,21:00,AUD,M,MI Leading Index m/m,0.70%,,-0.40%,-0.20%,14086
11248,2009-08-19,0:30,JPY,L,All Industries Activity m/m,0.10%,0.40%,0.70%,,14349
11249,2009-08-19,2:00,EUR,M,German PPI m/m,-1.50%,-0.10%,-0.10%,,11866
11250,2009-08-19,4:00,EUR,M,Current Account,-5.3B,-1.7B,-0.1B,-1.2B,13028
11251,2009-08-19,4:30,GBP,H,MPC Asset Purchase Facility Votes,9-0-0,9-0-0,0-0-9,,49131
11252,2009-08-19,4:30,GBP,H,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,,11644
11253,2009-08-19,6:00,GBP,M,CBI Industrial Order Expectations,-54,-50,-59,,12317
11254,2009-08-19,7:00,CAD,H,Core CPI m/m,0.00%,0.10%,0.00%,,12923
11255,2009-08-19,7:00,CAD,M,CPI m/m,-0.30%,-0.20%,0.30%,,12922
11256,2009-08-19,8:30,CAD,M,Leading Index m/m,0.40%,0.20%,0.00%,-0.10%,13407
11257,2009-08-19,10:30,USD,M,Crude Oil Inventories,-8.4M,1.1M,2.5M,,14652
11258,2009-08-19,21:30,AUD,L,RBA Bulletin,,,,,11385
11259,2009-08-20,0:01,ALL,M,Jackson Hole Symposium [Day 1],,,,,24080
11260,2009-08-20,2:15,CHF,M,Trade Balance,2.35B,1.79B,1.50B,1.57B,13567
11261,2009-08-20,4:30,GBP,H,Retail Sales m/m,0.40%,0.30%,1.30%,1.20%,13181
11262,2009-08-20,4:30,GBP,L,M4 Money Supply m/m,1.00%,0.20%,-0.30%,-0.20%,13315
