Event ID,Date,Time,Currency,Impact,News description,Actual,Forecast,Previous,Revised from,FF event ID
3890,2007-03-12,20:30,AUD,L,NAB Business Confidence,12,,7,,3890
19240,2007-03-12,20:30,AUD,M,ANZ Job Advertisements m/m,3.40%,,-0.10%,,19240
18541,2007-03-12,22:00,CNY,M,CPI y/y,2.70%,2.90%,2.20%,,18541
19284,2007-03-12,22:30,CNY,L,Foreign Direct Investment ytd/y,13.00%,,13.80%,,19284
3864,2007-03-13,5:30,GBP,H,Trade Balance,-6.2B,-7.0B,-7.0B,-7.1B,3864
3871,2007-03-13,6:00,EUR,L,ZEW Economic Sentiment,5.1,4.5,6.8,,3871
3870,2007-03-13,6:00,EUR,M,German ZEW Economic Sentiment,5.8,3.1,2.9,,3870
3845,2007-03-13,8:30,USD,H,Core Retail Sales m/m,-0.10%,0.30%,0.20%,0.30%,3845
3844,2007-03-13,8:30,USD,H,Retail Sales m/m,0.10%,0.30%,0.00%,,3844
48340,2007-03-13,8:30,USD,L,NFIB Small Business Index,98.2,,98.9,,48340
3846,2007-03-13,10:00,USD,M,Business Inventories m/m,0.20%,0.10%,0.00%,,3846
9932,2007-03-13,11:00,USD,L,IBD/TIPP Economic Optimism,50.8,50.5,52.7,,9932
49271,2007-03-13,11:00,USD,L,JOLTS Job Openings,4.37M,,4.40M,4.43M,49271
30065,2007-03-13,11:00,USD,M,Mortgage Delinquencies,4.95%,,4.67%,,30065
3865,2007-03-13,11:30,GBP,L,CB Leading Index m/m,0.30%,,0.10%,,3865
43062,2007-03-13,14:00,USD,M,10-y Bond Auction,4.52|2.6,,4.74|2.4,,43062
3897,2007-03-13,17:45,NZD,L,Manufacturing Sales q/q,-2.20%,,2.70%,,3897
3891,2007-03-13,19:30,AUD,L,Westpac Consumer Sentiment,3.70%,,1.70%,,3891
23269,2007-03-13,22:00,CNY,L,Retail Sales y/y,14.70%,14.90%,14.60%,,23269
3883,2007-03-14,0:30,JPY,L,Revised Industrial Production m/m,-1.70%,-1.50%,-1.50%,,3883
3873,2007-03-14,3:45,EUR,L,French CPI m/m,0.20%,0.40%,-0.40%,,3873
3866,2007-03-14,5:30,GBP,H,Claimant Count Change,-3.8K,-8.0K,-13.3K,-13.5K,3866
3868,2007-03-14,5:30,GBP,L,Unemployment Rate,5.50%,5.50%,5.50%,,3868
3867,2007-03-14,5:30,GBP,M,Average Earnings Index 3m/y,4.20%,4.00%,4.00%,,3867
3876,2007-03-14,6:00,CHF,M,ZEW Economic Expectations,-28,,-17.3,,3876
8604,2007-03-14,6:00,EUR,L,Employment Change q/q,0.30%,,0.30%,0.40%,8604
3872,2007-03-14,6:00,EUR,M,Industrial Production m/m,-0.20%,0.20%,1.20%,1.00%,3872
3886,2007-03-14,8:30,CAD,L,Capacity Utilization Rate,82.50%,83.70%,83.40%,84.20%,3886
3887,2007-03-14,8:30,CAD,L,New Motor Vehicle Sales m/m,-3.30%,-4.00%,5.60%,,3887
3847,2007-03-14,8:30,USD,M,Current Account,-196B,-204B,-229B,-226B,3847
3848,2007-03-14,8:30,USD,M,Import Prices m/m,0.20%,0.80%,-0.90%,-1.20%,3848
3849,2007-03-14,10:30,USD,L,Crude Oil Inventories,1.1M,2.0M,-4.8M,,3849
3901,2007-03-14,14:00,EUR,M,ECB President Trichet Speaks,,,,,3901
3902,2007-03-14,14:30,NZD,M,RBNZ Gov Bollard Speaks,,,,,3902
10398,2007-03-14,19:30,AUD,L,MI Inflation Expectations,3.20%,,3.20%,,10398
3892,2007-03-14,20:30,AUD,H,Employment Change,22.0K,14.5K,-4.8K,-3.6K,3892
11010,2007-03-14,20:30,AUD,L,RBA Bulletin,,,,,11010
3893,2007-03-14,20:30,AUD,M,Unemployment Rate,4.60%,4.50%,4.50%,,3893
14193,2007-03-15,0:01,ALL,M,OPEC Meetings [All Day],,,,,14193
9495,2007-03-15,2:00,EUR,L,German Final CPI m/m,0.40%,0.40%,0.40%,,9495
20007,2007-03-15,2:00,EUR,M,German Buba President Weber Speaks,,,,,20007
8865,2007-03-15,3:45,EUR,L,French Final Non-Farm Payrolls q/q,0.20%,0.20%,0.20%,,8865
3945,2007-03-15,5:30,GBP,M,Consumer Inflation Expectations,2.70%,,2.70%,,3945
9527,2007-03-15,6:00,EUR,L,Final Core CPI y/y,1.90%,1.80%,1.70%,,9527
3874,2007-03-15,6:00,EUR,L,Final CPI y/y,1.80%,1.80%,1.80%,,3874
8462,2007-03-15,6:00,EUR,M,ECB Monthly Bulletin,,,,,8462
43313,2007-03-15,6:42,EUR,L,Spanish 10-y Bond Auction,3.96|2.5,,4.10|2.3,,43313
9296,2007-03-15,8:00,GBP,M,MPC Member Sentance Speaks,,,,,9296
3888,2007-03-15,8:30,CAD,M,Manufacturing Sales m/m,-2.10%,-0.70%,2.10%,1.70%,3888
3850,2007-03-15,8:30,USD,H,PPI m/m,1.30%,0.40%,-0.60%,,3850
3853,2007-03-15,8:30,USD,L,Unemployment Claims,318K,330K,330K,328K,3853
3851,2007-03-15,8:30,USD,M,Core PPI m/m,0.40%,0.20%,0.20%,,3851
3852,2007-03-15,8:30,USD,M,Empire State Manufacturing Index,1.9,16,24.4,,3852
3877,2007-03-15,9:00,CHF,H,Libor Rate,2.25%,2.25%,2.00%,,3877
8004,2007-03-15,9:00,CHF,H,SNB Monetary Policy Assessment,,,,,8004
3854,2007-03-15,9:00,USD,H,TIC Long-Term Purchases,97.4B,46.5B,14.3B,15.6B,3854
8316,2007-03-15,10:30,USD,L,Natural Gas Storage,-115B,-118B,-102B,,8316
3855,2007-03-15,12:00,USD,M,Philly Fed Manufacturing Index,0.2,4,0.6,,3855
9204,2007-03-15,19:00,NZD,L,Business NZ Manufacturing Index,53.9,,55.8,56,9204
3884,2007-03-15,19:50,JPY,M,Tertiary Industry Activity m/m,1.60%,1.00%,-0.40%,,3884
3903,2007-03-15,20:25,AUD,M,RBA Assist Gov Edey Speaks,,,,,3903
19728,2007-03-15,22:00,CNY,M,Fixed Asset Investment ytd/y,23.40%,24.00%,24.50%,,19728
3875,2007-03-16,5:00,EUR,L,Italian Trade Balance,-3.68B,-2.50B,-0.83B,-0.59B,3875
9196,2007-03-16,5:15,CHF,M,Retail Sales y/y,5.10%,2.30%,0.80%,,9196
3857,2007-03-16,8:30,USD,H,Core CPI m/m,0.20%,0.20%,0.30%,,3857
3856,2007-03-16,8:30,USD,M,CPI m/m,0.40%,0.30%,0.20%,,3856
3859,2007-03-16,9:15,USD,M,Capacity Utilization Rate,82.00%,81.30%,81.40%,81.20%,3859
3858,2007-03-16,9:15,USD,M,Industrial Production m/m,1.00%,0.30%,-0.30%,-0.50%,3858
3860,2007-03-16,10:00,USD,H,Prelim UoM Consumer Sentiment,88.8,90,91.3,93.3,3860
9952,2007-03-16,10:00,USD,L,Prelim UoM Inflation Expectations,3.00%,,3.00%,,9952
12116,2007-03-17,10:00,NZD,N,Daylight Saving Time Shift,,,,,12116
13134,2007-03-18,20:01,GBP,L,BOE Quarterly Bulletin,,,,,13134
3919,2007-03-18,20:01,GBP,L,Rightmove HPI m/m,1.50%,,0.90%,,3919
4014,2007-03-19,4:15,CHF,M,Industrial Production q/q,7.80%,3.50%,-0.50%,,4014
3912,2007-03-19,8:30,CAD,M,Foreign Securities Purchases,-3.76B,1.34B,-3.05B,-3.26B,3912
3913,2007-03-19,8:30,CAD,M,Wholesale Sales m/m,-0.50%,-0.90%,2.70%,,3913
3904,2007-03-19,13:00,USD,L,NAHB Housing Market Index,36,38,39,40,3904
13381,2007-03-19,17:00,CAD,M,Annual Budget Release,,,,,13381
3940,2007-03-19,18:45,NZD,L,Visitor Arrivals m/m,6.50%,,-3.00%,-3.20%,3940
3938,2007-03-19,20:30,AUD,L,Housing Starts q/q,-0.80%,-0.60%,0.10%,0.30%,3938
3934,2007-03-19,23:00,JPY,M,Overnight Call Rate,0.50%,0.50%,0.50%,,3934
3957,2007-03-20,0:01,JPY,N,Bank Holiday [All Day],,,,,3957
11025,2007-03-20,2:00,JPY,L,BOJ Monthly Report,,,,,11025
3935,2007-03-20,2:27,JPY,H,BOJ Press Conference,,,,,3935
3929,2007-03-20,3:00,EUR,L,German PPI m/m,0.30%,0.30%,0.00%,,3929
3933,2007-03-20,4:15,CHF,M,PPI m/m,0.30%,0.10%,-0.20%,,3933
3920,2007-03-20,5:30,GBP,H,CPI y/y,2.80%,2.70%,2.70%,,3920
3924,2007-03-20,5:30,GBP,L,M4 Money Supply m/m,0.90%,0.80%,0.90%,,3924
3923,2007-03-20,5:30,GBP,L,Public Sector Net Borrowing,1.0B,2.5B,-10.7B,-10.3B,3923
3922,2007-03-20,5:30,GBP,L,RPI y/y,4.60%,4.30%,4.20%,,3922
3921,2007-03-20,5:30,GBP,M,Core CPI y/y,1.70%,1.70%,1.60%,,3921
3915,2007-03-20,7:00,CAD,H,Core CPI m/m,0.50%,0.20%,0.10%,,3915
3914,2007-03-20,7:00,CAD,M,CPI m/m,0.70%,0.30%,0.10%,,3914
3906,2007-03-20,8:30,USD,M,Building Permits,1.53M,1.55M,1.57M,,3906
3905,2007-03-20,8:30,USD,M,Housing Starts,1.53M,1.44M,1.40M,1.41M,3905
11248,2007-03-20,15:25,GBP,M,MPC Member Barker Speaks,,,,,11248
3955,2007-03-20,19:30,AUD,L,MI Leading Index m/m,0.10%,,0.50%,0.60%,3955
3939,2007-03-20,20:30,AUD,L,New Motor Vehicle Sales m/m,0.00%,,5.20%,5.30%,3939
9595,2007-03-20,23:00,NZD,L,Credit Card Spending y/y,8.20%,,6.70%,,9595
3932,2007-03-21,3:15,CHF,M,Trade Balance,1.38B,1.01B,1.29B,1.27B,3932
3954,2007-03-21,4:00,EUR,H,ECB President Trichet Speaks,,,,,3954
8584,2007-03-21,5:00,EUR,L,Italian Quarterly Unemployment Rate,6.50%,6.70%,6.90%,,8584
3925,2007-03-21,5:30,GBP,H,MPC Official Bank Rate Votes,0-1-8,2-0-7,2-0-7,,3925
3917,2007-03-21,8:30,CAD,H,Core Retail Sales m/m,0.30%,0.40%,1.90%,2.00%,3917
3918,2007-03-21,8:30,CAD,L,Leading Index m/m,0.70%,0.50%,0.50%,,3918
3916,2007-03-21,8:30,CAD,M,Retail Sales m/m,-0.20%,-0.20%,2.20%,2.30%,3916
4015,2007-03-21,8:30,GBP,M,Annual Budget Release,,,,,4015
3908,2007-03-21,10:30,USD,L,Crude Oil Inventories,3.9M,1.0M,1.1M,,3908
3907,2007-03-21,14:15,USD,H,Federal Funds Rate,5.25%,5.25%,5.25%,,3907
7807,2007-03-21,14:15,USD,H,FOMC Statement,,,,,7807
3936,2007-03-21,19:50,JPY,L,Trade Balance,0.66T,0.43T,1.05T,1.09T,3936
3956,2007-03-21,19:50,JPY,M,BSI Manufacturing Index,0.1,6,7.1,,3956
3927,2007-03-22,5:30,GBP,H,Retail Sales m/m,1.40%,0.60%,-1.50%,-1.80%,3927
3930,2007-03-22,6:00,EUR,L,Trade Balance,1.3B,2.3B,2.0B,0.7B,3930
3953,2007-03-22,6:00,EUR,M,Industrial New Orders m/m,-0.20%,-1.00%,1.80%,2.80%,3953
3926,2007-03-22,7:00,GBP,M,CBI Industrial Order Expectations,8,6,4,,3926
9178,2007-03-22,8:30,CAD,L,Gov Council Member Jenkins Speaks,,,,,9178
3909,2007-03-22,8:30,USD,L,Unemployment Claims,316K,320K,320K,318K,3909
10512,2007-03-22,10:00,EUR,M,Belgian NBB Business Climate,1.4,2.9,3.5,,10512
3911,2007-03-22,10:00,USD,L,CB Leading Index m/m,-0.50%,-0.30%,-0.30%,0.10%,3911
8315,2007-03-22,10:30,USD,L,Natural Gas Storage,17B,-1B,-115B,,8315
3943,2007-03-22,12:00,USD,M,FOMC Member Kroszner Speaks,,,,,3943
3950,2007-03-22,13:30,USD,M,FOMC Member Kohn Speaks,,,,,3950
3946,2007-03-22,19:00,AUD,L,CB Leading Index m/m,-0.20%,,0.20%,,3946
3937,2007-03-22,19:50,JPY,L,All Industries Activity m/m,0.70%,0.70%,0.00%,,3937
11224,2007-03-22,20:30,AUD,M,RBA Financial Stability Review,,,,,11224
3947,2007-03-23,3:00,EUR,L,German Import Prices m/m,0.50%,0.40%,-0.70%,,3947
3941,2007-03-23,3:45,EUR,L,French Consumer Spending m/m,-0.40%,-0.60%,1.00%,1.20%,3941
3952,2007-03-23,5:00,EUR,L,Current Account,2.7B,2.5B,2.0B,2.3B,3952
3942,2007-03-23,5:00,EUR,L,Italian Retail Sales m/m,-0.40%,0.20%,0.00%,,3942
3910,2007-03-23,10:00,USD,H,Existing Home Sales,6.69M,6.34M,6.44M,6.46M,3910
3949,2007-03-23,11:30,USD,M,FOMC Member Geithner Speaks,,,,,3949
3948,2007-03-23,22:15,USD,M,FOMC Member Mishkin Speaks,,,,,3948
12121,2007-03-24,12:00,AUD,N,Daylight Saving Time Shift,,,,,12121
12171,2007-03-24,22:00,CHF,N,Daylight Saving Time Shift,,,,,12171
12164,2007-03-24,22:00,EUR,N,Daylight Saving Time Shift,,,,,12164
12158,2007-03-24,22:00,GBP,N,Daylight Saving Time Shift,,,,,12158
4010,2007-03-25,18:45,NZD,H,Trade Balance,-127M,-252M,-831M,-833M,4010
10388,2007-03-25,19:50,JPY,M,Monetary Policy Meeting Minutes,,,,,10388
18473,2007-03-25,22:00,CNY,H,Industrial Production y/y,18.50%,15.00%,14.70%,,18473
44044,2007-03-26,0:01,EUR,L,Eurogroup Meetings [All Day],,,,,44044
50125,2007-03-26,6:00,EUR,M,German Buba Monthly Report,,,,,50125
9293,2007-03-26,6:30,GBP,M,MPC Member Gieve Speaks,,,,,9293
3958,2007-03-26,10:00,USD,H,New Home Sales,848K,985K,882K,937K,3958
3998,2007-03-26,19:50,JPY,L,SPPI y/y,0.40%,0.60%,0.60%,,3998
14455,2007-03-26,22:00,AUD,M,HIA New Home Sales m/m,2.90%,,5.80%,,14455
36333,2007-03-27,0:01,EUR,L,ECOFIN Meetings [All Day],,,,,36333
3995,2007-03-27,4:00,CHF,M,UBS Consumption Indicator,2.03,,1.95,,3995
3985,2007-03-27,4:00,EUR,H,German Ifo Business Climate,107.7,106.5,107,,3985
3977,2007-03-27,4:30,GBP,L,Revised Business Investment q/q,4.50%,3.30%,3.30%,,3977
3976,2007-03-27,4:30,GBP,M,BBA Mortgage Approvals,54.7K,,42.8K,37.8K,3976
4025,2007-03-27,4:45,GBP,H,BOE Gov King Speaks,,,,,4025
4246,2007-03-27,4:45,GBP,H,Inflation Report Hearings,,,,,4246
13295,2007-03-27,6:00,CHF,L,SNB Quarterly Bulletin,,,,,13295
43414,2007-03-27,6:00,EUR,L,Italian 10-y Bond Auction,4.22|1.4,,4.14|1.6,,43414
4024,2007-03-27,9:00,NZD,L,Westpac Consumer Sentiment,117.7,,119.7,,4024
10004,2007-03-27,9:00,USD,L,S+P/CS Composite-20 HPI y/y,-0.20%,0.00%,0.60%,0.50%,10004
3959,2007-03-27,10:00,USD,H,CB Consumer Confidence,107.2,109,111.2,112.5,3959
3960,2007-03-27,10:00,USD,L,Richmond Manufacturing Index,-10,-4,-10,,3960
4011,2007-03-27,18:45,NZD,M,Building Consents m/m,5.80%,,3.70%,3.90%,4011
3987,2007-03-28,0:01,EUR,M,German Prelim CPI m/m [All Day],0.30%,0.20%,0.40%,,3987
3988,2007-03-28,2:00,EUR,L,GfK German Consumer Climate,4.4,4.5,4.3,4.4,3988
4026,2007-03-28,2:00,GBP,M,Nationwide HPI m/m,0.40%,0.70%,0.60%,0.70%,4026
3989,2007-03-28,4:00,EUR,L,M3 Money Supply y/y,10.00%,9.80%,9.90%,9.80%,3989
11271,2007-03-28,4:00,EUR,L,Private Loans y/y,10.30%,10.90%,10.60%,,11271
3979,2007-03-28,4:30,GBP,H,Current Account,-12.7B,-8.9B,-10.5B,-9.4B,3979
3978,2007-03-28,4:30,GBP,L,Final GDP q/q,0.70%,0.80%,0.80%,,3978
3996,2007-03-28,5:30,CHF,M,KOF Economic Barometer,1.9,1.83,1.81,1.79,3996
3962,2007-03-28,8:30,USD,H,Core Durable Goods Orders m/m,-0.10%,1.80%,-4.00%,-3.10%,3962
3961,2007-03-28,8:30,USD,M,Durable Goods Orders m/m,2.50%,3.00%,-9.30%,-7.80%,3961
4016,2007-03-28,10:30,USD,H,Fed Chairman Bernanke Testifies,,,,,4016
3963,2007-03-28,10:30,USD,L,Crude Oil Inventories,-0.8M,2.1M,3.9M,,3963
4019,2007-03-28,11:30,EUR,M,ECB President Trichet Speaks,,,,,4019
4012,2007-03-28,18:45,NZD,H,Current Account,-3.93B,-4.13B,-4.67B,-4.58B,4012
3999,2007-03-28,19:50,JPY,M,Retail Sales y/y,-0.20%,0.10%,-0.90%,-0.80%,3999
24978,2007-03-29,1:45,CHF,M,SECO Economic Forecasts,,,,,24978
3990,2007-03-29,3:55,EUR,M,German Unemployment Change,-58K,-60K,-69K,,3990
3980,2007-03-29,4:30,GBP,L,Mortgage Approvals,119K,117K,119K,120K,3980
3981,2007-03-29,4:30,GBP,L,Net Lending to Individuals m/m,11.2B,10.4B,10.5B,10.7B,3981
43578,2007-03-29,5:00,EUR,L,Retail PMI,53.4,,49.8,,43578
12181,2007-03-29,5:30,GBP,L,Index of Services 3m/3m,0.80%,0.90%,0.90%,1.00%,12181
3982,2007-03-29,6:00,GBP,M,CBI Realized Sales,32,20,19,,3982
3965,2007-03-29,8:30,USD,L,Final GDP Price Index q/q,1.70%,1.70%,1.70%,,3965
3966,2007-03-29,8:30,USD,L,Unemployment Claims,308K,320K,318K,316K,3966
3964,2007-03-29,8:30,USD,M,Final GDP q/q,2.50%,2.20%,2.20%,,3964
4021,2007-03-29,10:00,USD,M,FOMC Member Kohn Speaks,,,,,4021
8314,2007-03-29,10:30,USD,L,Natural Gas Storage,-22B,-18B,17B,,8314
4013,2007-03-29,18:45,NZD,H,GDP q/q,0.80%,0.90%,0.30%,,4013
4005,2007-03-29,19:30,JPY,L,Final Manufacturing PMI,52.5,,53,,4005
4004,2007-03-29,19:30,JPY,L,Household Spending y/y,1.30%,0.70%,0.60%,,4004
4001,2007-03-29,19:30,JPY,L,National Core CPI y/y,-0.10%,-0.10%,0.00%,,4001
4006,2007-03-29,19:30,JPY,L,Unemployment Rate,4.00%,4.00%,4.00%,,4006
4003,2007-03-29,19:30,JPY,M,Tokyo Core CPI y/y,-0.10%,0.00%,0.00%,,4003
4007,2007-03-29,19:50,JPY,M,Prelim Industrial Production m/m,-0.20%,-1.00%,-1.70%,-1.50%,4007
10270,2007-03-29,20:30,AUD,L,MI Inflation Gauge m/m,0.50%,,0.20%,,10270
4008,2007-03-29,21:30,JPY,L,Average Cash Earnings y/y,-0.70%,-0.40%,-1.20%,-1.40%,4008
10498,2007-03-29,22:00,NZD,M,ANZ Business Confidence,-12.5,,-5.9,,10498
4009,2007-03-30,1:00,JPY,L,Housing Starts y/y,-9.90%,-2.00%,-0.70%,,4009
4022,2007-03-30,2:00,EUR,M,German Retail Sales m/m,0.90%,0.50%,-4.30%,-5.10%,4022
3994,2007-03-30,5:00,EUR,L,Consumer Confidence,-4,-5,-5,,3994
3992,2007-03-30,5:00,EUR,L,CPI Flash Estimate y/y,1.90%,1.90%,1.80%,,3992
9600,2007-03-30,5:00,EUR,L,Italian Prelim CPI m/m,0.20%,0.20%,0.30%,0.20%,9600
3993,2007-03-30,5:00,EUR,L,Unemployment Rate,7.30%,7.30%,7.40%,,3993
3984,2007-03-30,5:30,GBP,L,GfK Consumer Confidence,-8,-8,-8,,3984
3973,2007-03-30,8:30,CAD,H,GDP m/m,0.10%,0.20%,0.40%,,3973
3974,2007-03-30,8:30,CAD,L,IPPI m/m,0.90%,0.20%,0.20%,-0.10%,3974
3975,2007-03-30,8:30,CAD,L,RMPI m/m,2.60%,0.60%,-3.00%,-3.10%,3975
3967,2007-03-30,8:30,USD,H,Core PCE Price Index m/m,0.30%,0.20%,0.20%,0.30%,3967
3969,2007-03-30,8:30,USD,L,Personal Income m/m,0.60%,0.30%,1.00%,,3969
3968,2007-03-30,8:30,USD,M,Personal Spending m/m,0.60%,0.30%,0.50%,,3968
3970,2007-03-30,9:45,USD,M,Chicago PMI,61.7,49.5,47.9,,3970
3972,2007-03-30,10:00,USD,L,Construction Spending m/m,0.30%,-0.60%,0.50%,-0.80%,3972
9971,2007-03-30,10:00,USD,L,Revised UoM Inflation Expectations,3.00%,,3.00%,,9971
3971,2007-03-30,10:00,USD,M,Revised UoM Consumer Sentiment,88.4,88.8,88.8,,3971
4017,2007-03-30,12:00,USD,H,Fed Chairman Bernanke Speaks,,,,,4017
4057,2007-04-01,19:30,AUD,L,AIG Manufacturing Index,56,,57.7,,4057
4052,2007-04-01,19:50,JPY,H,Tankan Manufacturing Index,23,24,25,,4052
4053,2007-04-01,19:50,JPY,M,Tankan Non-Manufacturing Index,22,23,22,,4053
11305,2007-04-01,20:30,AUD,M,Private Sector Credit m/m,1.40%,1.30%,1.20%,1.30%,11305
18328,2007-04-01,21:00,CNY,H,Manufacturing PMI,56.1,,53.1,,18328
4059,2007-04-01,21:30,AUD,H,Building Approvals m/m,10.60%,0.50%,-2.40%,-0.90%,4059
4058,2007-04-01,21:30,AUD,H,Retail Sales m/m,0.90%,0.60%,0.80%,0.90%,4058
18323,2007-04-01,22:30,CNY,M,Caixin Final Manufacturing PMI,52.3,,53,,18323
10307,2007-04-02,2:30,AUD,M,Commodity Prices y/y,9.00%,,8.10%,,10307
43792,2007-04-02,3:15,EUR,L,Spanish Manufacturing PMI,55.4,,56.2,,43792
4071,2007-04-02,3:30,CHF,M,Manufacturing PMI,62,63.1,63.5,,4071
43434,2007-04-02,3:45,EUR,L,Italian Manufacturing PMI,53.8,54.5,54.2,,43434
4063,2007-04-02,4:00,EUR,M,Final Manufacturing PMI,55.4,55.6,55.6,,4063
10280,2007-04-02,4:30,GBP,L,Housing Equity Withdrawal q/q,14.6B,14.3B,12.2B,11.8B,10280
4045,2007-04-02,4:30,GBP,M,Manufacturing PMI,54.4,55,55.4,,4045
4027,2007-04-02,10:00,USD,H,ISM Manufacturing PMI,50.9,51.3,52.3,,4027
4028,2007-04-02,10:00,USD,L,ISM Manufacturing Prices,65.5,60,59,,4028
4055,2007-04-02,19:50,JPY,L,Monetary Base y/y,-19.10%,-22.00%,-21.10%,,4055
42299,2007-04-02,21:00,CNY,L,Non-Manufacturing PMI,59.6,,49.7,,42299
4060,2007-04-02,21:30,AUD,M,Trade Balance,-0.84B,-1.30B,-0.82B,-0.88B,4060
48977,2007-04-02,23:45,JPY,L,10-y Bond Auction,1.66|3.1,,1.67|3.9,,48977
4029,2007-04-03,0:01,USD,L,Total Vehicle Sales [All Day],16.3M,16.4M,16.6M,,4029
4072,2007-04-03,1:45,CHF,H,CPI m/m,0.10%,0.20%,0.20%,,4072
43971,2007-04-03,3:00,EUR,L,Spanish Unemployment Change,-15.8K,,-7.2K,,43971
4046,2007-04-03,4:30,GBP,L,Construction PMI,58.9,57.5,57.3,,4046
4064,2007-04-03,5:00,EUR,L,PPI m/m,0.30%,0.30%,0.20%,0.10%,4064
9882,2007-04-03,10:00,USD,H,Pending Home Sales m/m,0.70%,-0.50%,-4.20%,-4.10%,9882
4047,2007-04-03,19:01,GBP,L,Nationwide Consumer Confidence,88,86,85,,4047
4061,2007-04-03,19:30,AUD,H,Cash Rate,6.25%,6.25%,6.25%,,4061
4076,2007-04-03,19:30,AUD,L,AIG Services Index,50.6,,54.5,,4076
9714,2007-04-03,23:00,NZD,L,ANZ Commodity Prices m/m,2.00%,,1.60%,,9714
43888,2007-04-04,3:15,EUR,L,Spanish Services PMI,56.7,,56.7,,43888
43438,2007-04-04,3:45,EUR,L,Italian Services PMI,54.1,56.4,56.2,,43438
4066,2007-04-04,4:00,EUR,L,Final Services PMI,57.4,57.6,57.5,,4066
4048,2007-04-04,4:30,GBP,M,Services PMI,57.6,57.5,57.4,,4048
4067,2007-04-04,5:00,EUR,L,Retail Sales m/m,0.30%,1.00%,-0.80%,-1.00%,4067
4079,2007-04-04,5:30,GBP,L,BRC Shop Price Index y/y,0.70%,,1.80%,,4079
4068,2007-04-04,6:00,EUR,M,German Factory Orders m/m,3.90%,0.60%,-0.30%,-1.00%,4068
4030,2007-04-04,8:15,USD,H,ADP Non-Farm Employment Change,106K,125K,65K,57K,4030
4041,2007-04-04,8:30,CAD,M,Building Permits m/m,-22.40%,-8.50%,10.40%,11.30%,4041
4031,2007-04-04,10:00,USD,H,ISM Non-Manufacturing PMI,52.4,54.8,54.3,,4031
4033,2007-04-04,10:00,USD,M,Factory Orders m/m,1.00%,1.90%,-5.70%,-5.60%,4033
4040,2007-04-04,10:30,USD,L,Crude Oil Inventories,4.3M,0.5M,-0.8M,,4040
12234,2007-04-05,0:01,AUD,N,Bank Holiday [All Day],,,,,12234
12098,2007-04-05,0:01,NZD,N,Bank Holiday [All Day],,,,,12098
9360,2007-04-05,4:00,GBP,H,Halifax HPI m/m,1.00%,0.50%,1.90%,1.80%,9360
4050,2007-04-05,4:30,GBP,H,Manufacturing Production m/m,-0.60%,0.30%,-0.20%,,4050
4049,2007-04-05,4:30,GBP,L,Industrial Production m/m,-0.20%,0.20%,0.00%,0.10%,4049
43329,2007-04-05,4:56,EUR,L,French 10-y Bond Auction,4.13|3.0,,4.01|2.3,,43329
42190,2007-04-05,5:00,CHF,L,Foreign Currency Reserves,45.4B,,45.0B,,42190
4069,2007-04-05,6:00,EUR,M,German Industrial Production m/m,0.90%,-0.40%,0.90%,1.90%,4069
4042,2007-04-05,7:00,CAD,H,Employment Change,54.9K,12.0K,14.2K,,4042
4043,2007-04-05,7:00,CAD,H,Unemployment Rate,6.10%,6.10%,6.10%,,4043
4051,2007-04-05,7:00,GBP,H,Official Bank Rate,5.25%,5.25%,5.25%,,4051
4034,2007-04-05,8:30,USD,L,Unemployment Claims,321K,314K,310K,308K,4034
4044,2007-04-05,10:00,CAD,H,Ivey PMI,67.3,61,60.5,,4044
8312,2007-04-05,10:30,USD,L,Natural Gas Storage,58B,54B,-22B,,8312
4077,2007-04-05,19:01,GBP,L,NIESR GDP Estimate,0.50%,,0.50%,,4077
12024,2007-04-06,0:01,CAD,N,Bank Holiday [All Day],,,,,12024
12042,2007-04-06,0:01,CHF,N,Bank Holiday [All Day],,,,,12042
12190,2007-04-06,0:01,EUR,N,German Bank Holiday [All Day],,,,,12190
12032,2007-04-06,0:01,GBP,N,Bank Holiday [All Day],,,,,12032
4056,2007-04-06,1:00,JPY,L,Leading Indicators,30.00%,30.00%,40.90%,35.00%,4056
4075,2007-04-06,2:45,EUR,L,French Gov Budget Balance,-20.0B,,-5.5B,,4075
4035,2007-04-06,8:30,USD,H,Non-Farm Employment Change,180K,135K,113K,97K,4035
4036,2007-04-06,8:30,USD,H,Unemployment Rate,4.40%,4.60%,4.50%,,4036
4037,2007-04-06,8:30,USD,M,Average Hourly Earnings m/m,0.30%,0.30%,0.40%,,4037
4038,2007-04-06,10:00,USD,L,Wholesale Inventories m/m,0.50%,0.40%,0.60%,0.70%,4038
4039,2007-04-06,15:00,USD,L,Consumer Credit m/m,3.0B,5.5B,6.6B,6.4B,4039
12235,2007-04-08,0:01,AUD,N,Bank Holiday [All Day],,,,,12235
12099,2007-04-08,0:01,NZD,N,Bank Holiday [All Day],,,,,12099
12047,2007-04-09,0:01,CHF,N,Bank Holiday [All Day],,,,,12047
12215,2007-04-09,0:01,EUR,N,French Bank Holiday [All Day],,,,,12215
12191,2007-04-09,0:01,EUR,N,German Bank Holiday [All Day],,,,,12191
12219,2007-04-09,0:01,EUR,N,Italian Bank Holiday [All Day],,,,,12219
12033,2007-04-09,0:01,GBP,N,Bank Holiday [All Day],,,,,12033
