no,Date,Time,Currency,Impact,News description,Actual,Forecast,Previous,Revised from,FF event ID
636,2007-03-01,4:45,EUR,L,Italian Manufacturing PMI,54.2,53.9,53.5,,43433
637,2007-03-01,5:00,EUR,M,Final Manufacturing PMI,55.6,55.7,55.5,,3769
638,2007-03-01,5:30,GBP,L,Mortgage Approvals,120K,110K,114K,113K,10288
639,2007-03-01,5:30,GBP,L,Net Lending to Individuals m/m,10.7B,11.0B,11.3B,11.6B,3754
640,2007-03-01,5:30,GBP,M,Manufacturing PMI,55.4,53,53.2,52.8,3753
641,2007-03-01,6:00,EUR,L,CPI Flash Estimate y/y,1.80%,1.90%,1.90%,,3770
642,2007-03-01,6:10,EUR,L,French 10-y Bond Auction,4.01|2.3,,4.12|2.8,,43328
643,2007-03-01,7:00,GBP,M,CBI Realized Sales,19,22,30,,3751
644,2007-03-01,8:30,USD,L,Challenger Job Cuts y/y,-3.90%,,-39.10%,,8623
645,2007-03-01,9:30,CAD,L,IPPI m/m,-0.10%,0.30%,1.40%,,3748
646,2007-03-01,9:30,CAD,M,Current Account,3.0B,6.0B,5.8B,5.1B,3747
647,2007-03-01,9:30,CAD,M,RMPI m/m,-3.10%,-1.90%,5.30%,5.20%,3772
648,2007-03-01,9:30,USD,H,Core PCE Price Index m/m,0.30%,0.20%,0.10%,,3714
649,2007-03-01,9:30,USD,L,Personal Income m/m,1.00%,0.30%,0.50%,,3716
650,2007-03-01,9:30,USD,L,Unemployment Claims,338K,330K,331K,332K,3717
651,2007-03-01,9:30,USD,M,Personal Spending m/m,0.50%,0.40%,0.70%,,3715
652,2007-03-01,10:30,USD,L,Natural Gas Storage,-132B,-142B,-223B,,8318
653,2007-03-01,11:00,USD,H,ISM Manufacturing PMI,52.3,50,49.3,,3718
654,2007-03-01,11:00,USD,L,Construction Spending m/m,-0.80%,-0.50%,0.60%,-0.40%,3721
655,2007-03-01,11:00,USD,L,ISM Manufacturing Prices,59,53.8,53,,3719
656,2007-03-01,13:00,USD,L,Treasury Sec Paulson Speaks,,,,,3760
657,2007-03-01,19:30,JPY,L,Household Spending y/y,0.60%,-0.20%,-1.90%,,3745
658,2007-03-01,19:30,JPY,L,National Core CPI y/y,0.00%,0.00%,0.10%,,3742
659,2007-03-01,19:30,JPY,L,Unemployment Rate,4.00%,4.10%,4.10%,,3746
660,2007-03-01,19:30,JPY,M,Tokyo Core CPI y/y,0.00%,0.10%,0.20%,,3744
661,2007-03-01,19:50,JPY,L,Monetary Base y/y,-21.10%,-21.50%,-21.10%,,3740
662,2007-03-01,20:30,AUD,H,Retail Sales m/m,0.90%,0.50%,0.20%,0.30%,3701
663,2007-03-01,20:30,AUD,M,Current Account,-15.1B,-14.0B,-12.6B,-12.1B,3702
664,2007-03-01,21:00,CNY,H,Manufacturing PMI,53.1,,55.1,,18327
665,2007-03-01,21:30,JPY,L,Average Cash Earnings y/y,-1.40%,0.30%,-0.10%,-0.60%,3741
666,2007-03-02,3:00,EUR,M,German Retail Sales m/m,-5.10%,-1.30%,2.60%,2.40%,3766
667,2007-03-02,4:00,EUR,L,Spanish Unemployment Change,-7.2K,,59.6K,,43970
668,2007-03-02,5:30,GBP,L,Construction PMI,57.3,57,57.9,,3749
669,2007-03-02,6:00,EUR,L,PPI m/m,0.10%,0.30%,0.00%,,3757
670,2007-03-02,9:30,CAD,H,GDP m/m,0.40%,0.30%,0.30%,0.20%,3724
671,2007-03-02,11:00,USD,L,Revised UoM Inflation Expectations,3.00%,,3.00%,,9970
672,2007-03-02,11:00,USD,M,Revised UoM Consumer Sentiment,91.3,94,93.3,,3722
673,2007-03-02,21:00,CNY,L,Non-Manufacturing PMI,49.7,,55.6,,42298
674,2007-03-03,0:00,USD,M,Fed Chairman Bernanke Speaks,,,,,3758
675,2007-03-04,18:30,AUD,L,AIG Services Index,54.5,,49.5,,10196
676,2007-03-04,19:30,AUD,L,MI Inflation Gauge m/m,0.20%,,0.00%,,3818
677,2007-03-04,19:50,JPY,M,Capital Spending q/y,16.80%,13.50%,12.00%,,3842
678,2007-03-04,20:30,AUD,L,Company Operating Profits q/q,2.50%,2.40%,0.50%,0.60%,3843
679,2007-03-05,4:15,EUR,L,Spanish Services PMI,56.7,,57.9,,43887
680,2007-03-05,4:45,EUR,L,Italian Services PMI,56.2,55.6,55.4,,43437
681,2007-03-05,5:00,EUR,L,Final Services PMI,57.5,57.6,57.9,,3804
682,2007-03-05,5:30,EUR,L,Sentix Investor Confidence,27.5,29.3,31.1,,11283
683,2007-03-05,5:30,GBP,M,Services PMI,57.4,59,59.2,,3797
684,2007-03-05,10:00,USD,M,FOMC Member Kroszner Speaks,,,,,9191
685,2007-03-05,11:00,CAD,H,Ivey PMI,60.5,55.2,53.8,,3789
686,2007-03-05,11:00,USD,H,ISM Non-Manufacturing PMI,54.3,57.2,59,,3775
687,2007-03-05,15:00,USD,M,FOMC Member Warsh Speaks,,,,,3823
688,2007-03-05,20:30,AUD,H,Building Approvals m/m,-0.90%,0.50%,-1.80%,-1.90%,3820
689,2007-03-05,20:30,AUD,M,Trade Balance,-0.88B,-1.23B,-1.38,-1.34B,3819
690,2007-03-06,2:45,CHF,M,GDP q/q,0.50%,0.70%,0.40%,,3808
691,2007-03-06,4:00,CHF,L,Foreign Currency Reserves,45.0B,,45.3B,,42189
692,2007-03-06,6:00,EUR,L,Retail Sales m/m,-1.00%,-0.30%,0.30%,,3806
693,2007-03-06,6:00,EUR,L,Revised GDP q/q,0.90%,0.90%,0.90%,,3805
694,2007-03-06,7:00,GBP,M,BRC Retail Sales Monitor y/y,3.30%,,3.10%,,3798
695,2007-03-06,9:30,CAD,M,Building Permits m/m,11.30%,2.10%,-9.00%,-7.80%,3790
696,2007-03-06,9:30,USD,L,Revised Unit Labor Costs q/q,6.60%,3.20%,1.70%,,3778
697,2007-03-06,9:30,USD,M,Revised Nonfarm Productivity q/q,1.60%,1.70%,3.00%,,3777
698,2007-03-06,10:00,CAD,H,BOC Rate Statement,,,,,7982
699,2007-03-06,10:00,CAD,H,Overnight Rate,4.25%,4.25%,4.25%,,3791
700,2007-03-06,11:00,USD,H,Pending Home Sales m/m,-4.10%,-2.20%,4.50%,4.90%,9881
701,2007-03-06,11:00,USD,M,Factory Orders m/m,-5.60%,-4.30%,2.60%,2.40%,3779
702,2007-03-06,15:00,USD,H,Fed Chairman Bernanke Speaks,,,,,3830
703,2007-03-06,18:30,AUD,H,Cash Rate,6.25%,6.25%,6.25%,,3821
704,2007-03-06,18:30,AUD,L,AIG Construction Index,51.7,,48.4,,10201
705,2007-03-06,20:01,GBP,L,Nationwide Consumer Confidence,85,82,84,,3799
706,2007-03-06,20:10,AUD,M,RBA Assist Gov Edey Speaks,,,,,3841
707,2007-03-06,20:30,AUD,H,GDP q/q,1.00%,0.50%,0.30%,,3822
708,2007-03-06,23:00,NZD,L,ANZ Commodity Prices m/m,1.60%,,1.30%,,9713
709,2007-03-07,1:00,JPY,L,Leading Indicators,35.00%,35.00%,31.80%,25.00%,3811
710,2007-03-07,2:45,CHF,L,Unemployment Rate,3.00%,3.00%,3.00%,,3809
711,2007-03-07,6:30,GBP,L,BRC Shop Price Index y/y,1.80%,,1.80%,,9309
712,2007-03-07,7:00,EUR,M,German Factory Orders m/m,-1.00%,0.40%,0.70%,-0.20%,3807
713,2007-03-07,9:15,USD,M,ADP Non-Farm Employment Change,57K,100K,121K,152K,3780
714,2007-03-07,11:30,USD,L,Crude Oil Inventories,-4.8M,1.8M,1.4M,,3828
715,2007-03-07,15:00,USD,M,Beige Book,,,,,3781
716,2007-03-07,16:00,NZD,H,Official Cash Rate,7.50%,7.50%,7.25%,,3815
717,2007-03-07,16:00,NZD,H,RBNZ Press Conference,,,,,12610
718,2007-03-07,16:00,NZD,H,RBNZ Rate Statement,,,,,7998
719,2007-03-07,16:00,NZD,M,RBNZ Monetary Policy Statement,,,,,13192
720,2007-03-07,16:00,USD,L,Consumer Credit m/m,6.4B,7.0B,5.0B,6.0B,3782
721,2007-03-07,17:45,NZD,L,Overseas Trade Index q/q,2.40%,3.20%,-2.20%,-1.90%,3816
722,2007-03-07,19:50,JPY,L,Bank Lending y/y,1.30%,,1.70%,,12261
723,2007-03-07,19:50,JPY,L,M2 Money Stock y/y,1.10%,1.00%,1.00%,,3812
724,2007-03-08,2:00,JPY,L,Prelim Machine Tool Orders y/y,15.90%,,6.00%,5.70%,11289
725,2007-03-08,2:45,CHF,H,CPI m/m,0.20%,0.30%,-0.70%,,3810
726,2007-03-08,3:00,JPY,L,Economy Watchers Sentiment,49.2,47.8,47.2,,3813
727,2007-03-08,3:45,EUR,L,French Gov Budget Balance,-5.5B,,-36.2B,,3840
728,2007-03-08,4:00,GBP,H,Halifax HPI m/m,1.80%,0.50%,1.40%,1.30%,9359
729,2007-03-08,7:00,EUR,M,German Industrial Production m/m,1.90%,0.30%,0.10%,-0.50%,3831
730,2007-03-08,8:00,GBP,H,Official Bank Rate,5.25%,5.25%,5.25%,,3800
731,2007-03-08,8:45,EUR,H,Minimum Bid Rate,3.75%,3.75%,3.50%,,3826
732,2007-03-08,9:15,CAD,H,Housing Starts,196K,214K,249K,,3792
733,2007-03-08,9:30,CAD,L,NHPI m/m,0.30%,0.30%,0.00%,,3793
734,2007-03-08,9:30,EUR,H,ECB Press Conference,,,,,3827
735,2007-03-08,9:30,USD,L,Unemployment Claims,328K,330K,338K,,3783
736,2007-03-08,10:30,USD,L,Natural Gas Storage,-102B,-100B,-132B,,8317
737,2007-03-08,19:50,JPY,M,Core Machinery Orders m/m,3.90%,1.80%,-0.70%,,3814
738,2007-03-09,3:00,EUR,L,German Trade Balance,15.8B,14.3B,14.8B,14.4B,3833
739,2007-03-09,3:00,EUR,L,German WPI m/m,0.40%,0.20%,0.00%,,10293
740,2007-03-09,3:45,EUR,L,French Trade Balance,-2.8B,-2.5B,-2.6B,-2.9B,3835
741,2007-03-09,3:45,EUR,M,French Industrial Production m/m,-0.30%,0.10%,1.00%,1.10%,3834
742,2007-03-09,5:30,GBP,H,Manufacturing Production m/m,-0.20%,0.20%,0.20%,,3802
743,2007-03-09,5:30,GBP,L,Industrial Production m/m,0.10%,0.20%,-0.10%,,3801
744,2007-03-09,8:00,CAD,H,Employment Change,14.0K,8.0K,89.0K,,3794
745,2007-03-09,8:00,CAD,H,Unemployment Rate,6.10%,6.20%,6.20%,,3795
746,2007-03-09,9:30,CAD,H,Trade Balance,6.3B,4.8B,5.0B,,3796
747,2007-03-09,9:30,USD,H,Non-Farm Employment Change,97K,100K,146K,111K,3784
748,2007-03-09,9:30,USD,H,Trade Balance,-59.1B,-59.5B,-61.5B,-61.2B,3787
749,2007-03-09,9:30,USD,H,Unemployment Rate,4.50%,4.60%,4.60%,,3785
750,2007-03-09,9:30,USD,M,Average Hourly Earnings m/m,0.40%,0.30%,0.20%,,3786
751,2007-03-09,11:00,USD,L,Wholesale Inventories m/m,0.70%,0.00%,-0.50%,,3788
752,2007-03-09,14:30,USD,M,FOMC Member Kohn Speaks,,,,,3837
753,2007-03-09,16:30,USD,M,FOMC Member Kroszner Speaks,,,,,3838
754,2007-03-09,19:01,GBP,L,NIESR GDP Estimate,0.50%,,0.70%,0.80%,9922
755,2007-03-11,3:00,CAD,N,Daylight Saving Time Shift,,,,,12155
756,2007-03-11,3:00,USD,N,Daylight Saving Time Shift,,,,,12149
757,2007-03-11,17:45,NZD,L,FPI m/m,0.10%,,1.40%,,3894
758,2007-03-11,19:50,JPY,L,Current Account,1.85T,2.01T,1.87T,,3881
759,2007-03-11,19:50,JPY,L,Final GDP Price Index y/y,0.50%,0.50%,-0.50%,,8366
760,2007-03-11,19:50,JPY,L,PPI y/y,1.80%,1.80%,2.20%,,3879
761,2007-03-11,19:50,JPY,M,Final GDP q/q,1.30%,1.30%,1.20%,,3878
762,2007-03-11,20:30,AUD,M,Home Loans m/m,0.30%,0.90%,0.30%,0.10%,10265
763,2007-03-11,22:00,CNY,L,M2 Money Supply y/y,17.80%,16.20%,15.80%,,24238
764,2007-03-11,22:00,CNY,M,New Loans,414B,,568B,,24333
765,2007-03-11,22:00,CNY,M,PPI y/y,2.60%,3.40%,3.30%,,18559
766,2007-03-12,1:00,JPY,L,Consumer Confidence,48.4,48.2,48.1,,3882
767,2007-03-12,2:50,CNY,H,Trade Balance,23.8B,7.3B,15.9B,,18395
768,2007-03-12,5:00,EUR,L,Italian Industrial Production m/m,-1.40%,-0.50%,1.40%,2.00%,3869
769,2007-03-12,5:30,GBP,H,PPI Input m/m,1.30%,0.80%,-2.50%,-2.00%,3861
770,2007-03-12,5:30,GBP,L,HPI y/y,10.90%,9.60%,9.90%,,9336
771,2007-03-12,5:30,GBP,L,PPI Output m/m,0.30%,0.20%,0.40%,0.30%,3862
772,2007-03-12,8:30,CAD,M,Labor Productivity q/q,0.30%,-0.40%,0.00%,-0.10%,3885
773,2007-03-12,12:45,USD,M,FOMC Member Kroszner Speaks,,,,,3898
774,2007-03-12,15:00,USD,M,Federal Budget Balance,-120.0B,-123.0B,38.2B,,10919
775,2007-03-12,17:45,NZD,H,Core Retail Sales m/m,1.00%,0.60%,0.00%,0.20%,3896
776,2007-03-12,17:45,NZD,H,Retail Sales m/m,0.50%,0.20%,0.50%,0.70%,3895
777,2007-03-12,20:01,GBP,M,RICS House Price Balance,24%,24%,28%,,3863
778,2007-03-12,20:30,AUD,L,NAB Business Confidence,12,,7,,3890
779,2007-03-12,20:30,AUD,M,ANZ Job Advertisements m/m,3.40%,,-0.10%,,19240
780,2007-03-12,22:00,CNY,M,CPI y/y,2.70%,2.90%,2.20%,,18541
781,2007-03-12,22:30,CNY,L,Foreign Direct Investment ytd/y,13.00%,,13.80%,,19284
782,2007-03-13,5:30,GBP,H,Trade Balance,-6.2B,-7.0B,-7.0B,-7.1B,3864
783,2007-03-13,6:00,EUR,L,ZEW Economic Sentiment,5.1,4.5,6.8,,3871
784,2007-03-13,6:00,EUR,M,German ZEW Economic Sentiment,5.8,3.1,2.9,,3870
785,2007-03-13,8:30,USD,H,Core Retail Sales m/m,-0.10%,0.30%,0.20%,0.30%,3845
786,2007-03-13,8:30,USD,H,Retail Sales m/m,0.10%,0.30%,0.00%,,3844
787,2007-03-13,8:30,USD,L,NFIB Small Business Index,98.2,,98.9,,48340
788,2007-03-13,10:00,USD,M,Business Inventories m/m,0.20%,0.10%,0.00%,,3846
789,2007-03-13,11:00,USD,L,IBD/TIPP Economic Optimism,50.8,50.5,52.7,,9932
790,2007-03-13,11:00,USD,L,JOLTS Job Openings,4.37M,,4.40M,4.43M,49271
791,2007-03-13,11:00,USD,M,Mortgage Delinquencies,4.95%,,4.67%,,30065
792,2007-03-13,11:30,GBP,L,CB Leading Index m/m,0.30%,,0.10%,,3865
793,2007-03-13,14:00,USD,M,10-y Bond Auction,4.52|2.6,,4.74|2.4,,43062
794,2007-03-13,17:45,NZD,L,Manufacturing Sales q/q,-2.20%,,2.70%,,3897
795,2007-03-13,19:30,AUD,L,Westpac Consumer Sentiment,3.70%,,1.70%,,3891
796,2007-03-13,22:00,CNY,L,Retail Sales y/y,14.70%,14.90%,14.60%,,23269
797,2007-03-14,0:30,JPY,L,Revised Industrial Production m/m,-1.70%,-1.50%,-1.50%,,3883
798,2007-03-14,3:45,EUR,L,French CPI m/m,0.20%,0.40%,-0.40%,,3873
799,2007-03-14,5:30,GBP,H,Claimant Count Change,-3.8K,-8.0K,-13.3K,-13.5K,3866
800,2007-03-14,5:30,GBP,L,Unemployment Rate,5.50%,5.50%,5.50%,,3868
801,2007-03-14,5:30,GBP,M,Average Earnings Index 3m/y,4.20%,4.00%,4.00%,,3867
802,2007-03-14,6:00,CHF,M,ZEW Economic Expectations,-28,,-17.3,,3876
803,2007-03-14,6:00,EUR,L,Employment Change q/q,0.30%,,0.30%,0.40%,8604
804,2007-03-14,6:00,EUR,M,Industrial Production m/m,-0.20%,0.20%,1.20%,1.00%,3872
805,2007-03-14,8:30,CAD,L,Capacity Utilization Rate,82.50%,83.70%,83.40%,84.20%,3886
806,2007-03-14,8:30,CAD,L,New Motor Vehicle Sales m/m,-3.30%,-4.00%,5.60%,,3887
807,2007-03-14,8:30,USD,M,Current Account,-196B,-204B,-229B,-226B,3847
808,2007-03-14,8:30,USD,M,Import Prices m/m,0.20%,0.80%,-0.90%,-1.20%,3848
809,2007-03-14,10:30,USD,L,Crude Oil Inventories,1.1M,2.0M,-4.8M,,3849
810,2007-03-14,14:00,EUR,M,ECB President Trichet Speaks,,,,,3901
811,2007-03-14,14:30,NZD,M,RBNZ Gov Bollard Speaks,,,,,3902
812,2007-03-14,19:30,AUD,L,MI Inflation Expectations,3.20%,,3.20%,,10398
813,2007-03-14,20:30,AUD,H,Employment Change,22.0K,14.5K,-4.8K,-3.6K,3892
814,2007-03-14,20:30,AUD,L,RBA Bulletin,,,,,11010
815,2007-03-14,20:30,AUD,M,Unemployment Rate,4.60%,4.50%,4.50%,,3893
816,2007-03-15,0:01,ALL,M,OPEC Meetings [All Day],,,,,14193
817,2007-03-15,2:00,EUR,L,German Final CPI m/m,0.40%,0.40%,0.40%,,9495
818,2007-03-15,2:00,EUR,M,German Buba President Weber Speaks,,,,,20007
819,2007-03-15,3:45,EUR,L,French Final Non-Farm Payrolls q/q,0.20%,0.20%,0.20%,,8865
820,2007-03-15,5:30,GBP,M,Consumer Inflation Expectations,2.70%,,2.70%,,3945
821,2007-03-15,6:00,EUR,L,Final Core CPI y/y,1.90%,1.80%,1.70%,,9527
822,2007-03-15,6:00,EUR,L,Final CPI y/y,1.80%,1.80%,1.80%,,3874
823,2007-03-15,6:00,EUR,M,ECB Monthly Bulletin,,,,,8462
824,2007-03-15,6:42,EUR,L,Spanish 10-y Bond Auction,3.96|2.5,,4.10|2.3,,43313
825,2007-03-15,8:00,GBP,M,MPC Member Sentance Speaks,,,,,9296
826,2007-03-15,8:30,CAD,M,Manufacturing Sales m/m,-2.10%,-0.70%,2.10%,1.70%,3888
827,2007-03-15,8:30,USD,H,PPI m/m,1.30%,0.40%,-0.60%,,3850
828,2007-03-15,8:30,USD,L,Unemployment Claims,318K,330K,330K,328K,3853
829,2007-03-15,8:30,USD,M,Core PPI m/m,0.40%,0.20%,0.20%,,3851
830,2007-03-15,8:30,USD,M,Empire State Manufacturing Index,1.9,16,24.4,,3852
831,2007-03-15,9:00,CHF,H,Libor Rate,2.25%,2.25%,2.00%,,3877
832,2007-03-15,9:00,CHF,H,SNB Monetary Policy Assessment,,,,,8004
833,2007-03-15,9:00,USD,H,TIC Long-Term Purchases,97.4B,46.5B,14.3B,15.6B,3854
834,2007-03-15,10:30,USD,L,Natural Gas Storage,-115B,-118B,-102B,,8316
835,2007-03-15,12:00,USD,M,Philly Fed Manufacturing Index,0.2,4,0.6,,3855
836,2007-03-15,19:00,NZD,L,Business NZ Manufacturing Index,53.9,,55.8,56,9204
837,2007-03-15,19:50,JPY,M,Tertiary Industry Activity m/m,1.60%,1.00%,-0.40%,,3884
838,2007-03-15,20:25,AUD,M,RBA Assist Gov Edey Speaks,,,,,3903
839,2007-03-15,22:00,CNY,M,Fixed Asset Investment ytd/y,23.40%,24.00%,24.50%,,19728
840,2007-03-16,5:00,EUR,L,Italian Trade Balance,-3.68B,-2.50B,-0.83B,-0.59B,3875
841,2007-03-16,5:15,CHF,M,Retail Sales y/y,5.10%,2.30%,0.80%,,9196
842,2007-03-16,8:30,USD,H,Core CPI m/m,0.20%,0.20%,0.30%,,3857
843,2007-03-16,8:30,USD,M,CPI m/m,0.40%,0.30%,0.20%,,3856
844,2007-03-16,9:15,USD,M,Capacity Utilization Rate,82.00%,81.30%,81.40%,81.20%,3859
845,2007-03-16,9:15,USD,M,Industrial Production m/m,1.00%,0.30%,-0.30%,-0.50%,3858
846,2007-03-16,10:00,USD,H,Prelim UoM Consumer Sentiment,88.8,90,91.3,93.3,3860
847,2007-03-16,10:00,USD,L,Prelim UoM Inflation Expectations,3.00%,,3.00%,,9952
848,2007-03-17,10:00,NZD,N,Daylight Saving Time Shift,,,,,12116
849,2007-03-18,20:01,GBP,L,BOE Quarterly Bulletin,,,,,13134
850,2007-03-18,20:01,GBP,L,Rightmove HPI m/m,1.50%,,0.90%,,3919
851,2007-03-19,4:15,CHF,M,Industrial Production q/q,7.80%,3.50%,-0.50%,,4014
852,2007-03-19,8:30,CAD,M,Foreign Securities Purchases,-3.76B,1.34B,-3.05B,-3.26B,3912
853,2007-03-19,8:30,CAD,M,Wholesale Sales m/m,-0.50%,-0.90%,2.70%,,3913
854,2007-03-19,13:00,USD,L,NAHB Housing Market Index,36,38,39,40,3904
855,2007-03-19,17:00,CAD,M,Annual Budget Release,,,,,13381
856,2007-03-19,18:45,NZD,L,Visitor Arrivals m/m,6.50%,,-3.00%,-3.20%,3940
857,2007-03-19,20:30,AUD,L,Housing Starts q/q,-0.80%,-0.60%,0.10%,0.30%,3938
858,2007-03-19,23:00,JPY,M,Overnight Call Rate,0.50%,0.50%,0.50%,,3934
859,2007-03-20,0:01,JPY,N,Bank Holiday [All Day],,,,,3957
860,2007-03-20,2:00,JPY,L,BOJ Monthly Report,,,,,11025
861,2007-03-20,2:27,JPY,H,BOJ Press Conference,,,,,3935
862,2007-03-20,3:00,EUR,L,German PPI m/m,0.30%,0.30%,0.00%,,3929
863,2007-03-20,4:15,CHF,M,PPI m/m,0.30%,0.10%,-0.20%,,3933
864,2007-03-20,5:30,GBP,H,CPI y/y,2.80%,2.70%,2.70%,,3920
865,2007-03-20,5:30,GBP,L,M4 Money Supply m/m,0.90%,0.80%,0.90%,,3924
866,2007-03-20,5:30,GBP,L,Public Sector Net Borrowing,1.0B,2.5B,-10.7B,-10.3B,3923
867,2007-03-20,5:30,GBP,L,RPI y/y,4.60%,4.30%,4.20%,,3922
868,2007-03-20,5:30,GBP,M,Core CPI y/y,1.70%,1.70%,1.60%,,3921
869,2007-03-20,7:00,CAD,H,Core CPI m/m,0.50%,0.20%,0.10%,,3915
870,2007-03-20,7:00,CAD,M,CPI m/m,0.70%,0.30%,0.10%,,3914
871,2007-03-20,8:30,USD,M,Building Permits,1.53M,1.55M,1.57M,,3906
872,2007-03-20,8:30,USD,M,Housing Starts,1.53M,1.44M,1.40M,1.41M,3905
873,2007-03-20,15:25,GBP,M,MPC Member Barker Speaks,,,,,11248
874,2007-03-20,19:30,AUD,L,MI Leading Index m/m,0.10%,,0.50%,0.60%,3955
875,2007-03-20,20:30,AUD,L,New Motor Vehicle Sales m/m,0.00%,,5.20%,5.30%,3939
876,2007-03-20,23:00,NZD,L,Credit Card Spending y/y,8.20%,,6.70%,,9595
877,2007-03-21,3:15,CHF,M,Trade Balance,1.38B,1.01B,1.29B,1.27B,3932
878,2007-03-21,4:00,EUR,H,ECB President Trichet Speaks,,,,,3954
879,2007-03-21,5:00,EUR,L,Italian Quarterly Unemployment Rate,6.50%,6.70%,6.90%,,8584
880,2007-03-21,5:30,GBP,H,MPC Official Bank Rate Votes,0-1-8,2-0-7,2-0-7,,3925
881,2007-03-21,8:30,CAD,H,Core Retail Sales m/m,0.30%,0.40%,1.90%,2.00%,3917
882,2007-03-21,8:30,CAD,L,Leading Index m/m,0.70%,0.50%,0.50%,,3918
883,2007-03-21,8:30,CAD,M,Retail Sales m/m,-0.20%,-0.20%,2.20%,2.30%,3916
884,2007-03-21,8:30,GBP,M,Annual Budget Release,,,,,4015
885,2007-03-21,10:30,USD,L,Crude Oil Inventories,3.9M,1.0M,1.1M,,3908
886,2007-03-21,14:15,USD,H,Federal Funds Rate,5.25%,5.25%,5.25%,,3907
887,2007-03-21,14:15,USD,H,FOMC Statement,,,,,7807
888,2007-03-21,19:50,JPY,L,Trade Balance,0.66T,0.43T,1.05T,1.09T,3936
889,2007-03-21,19:50,JPY,M,BSI Manufacturing Index,0.1,6,7.1,,3956
890,2007-03-22,5:30,GBP,H,Retail Sales m/m,1.40%,0.60%,-1.50%,-1.80%,3927
891,2007-03-22,6:00,EUR,L,Trade Balance,1.3B,2.3B,2.0B,0.7B,3930
892,2007-03-22,6:00,EUR,M,Industrial New Orders m/m,-0.20%,-1.00%,1.80%,2.80%,3953
893,2007-03-22,7:00,GBP,M,CBI Industrial Order Expectations,8,6,4,,3926
894,2007-03-22,8:30,CAD,L,Gov Council Member Jenkins Speaks,,,,,9178
895,2007-03-22,8:30,USD,L,Unemployment Claims,316K,320K,320K,318K,3909
896,2007-03-22,10:00,EUR,M,Belgian NBB Business Climate,1.4,2.9,3.5,,10512
897,2007-03-22,10:00,USD,L,CB Leading Index m/m,-0.50%,-0.30%,-0.30%,0.10%,3911
898,2007-03-22,10:30,USD,L,Natural Gas Storage,17B,-1B,-115B,,8315
899,2007-03-22,12:00,USD,M,FOMC Member Kroszner Speaks,,,,,3943
900,2007-03-22,13:30,USD,M,FOMC Member Kohn Speaks,,,,,3950
901,2007-03-22,19:00,AUD,L,CB Leading Index m/m,-0.20%,,0.20%,,3946
902,2007-03-22,19:50,JPY,L,All Industries Activity m/m,0.70%,0.70%,0.00%,,3937
903,2007-03-22,20:30,AUD,M,RBA Financial Stability Review,,,,,11224
904,2007-03-23,3:00,EUR,L,German Import Prices m/m,0.50%,0.40%,-0.70%,,3947
905,2007-03-23,3:45,EUR,L,French Consumer Spending m/m,-0.40%,-0.60%,1.00%,1.20%,3941
906,2007-03-23,5:00,EUR,L,Current Account,2.7B,2.5B,2.0B,2.3B,3952
907,2007-03-23,5:00,EUR,L,Italian Retail Sales m/m,-0.40%,0.20%,0.00%,,3942
908,2007-03-23,10:00,USD,H,Existing Home Sales,6.69M,6.34M,6.44M,6.46M,3910
909,2007-03-23,11:30,USD,M,FOMC Member Geithner Speaks,,,,,3949
910,2007-03-23,22:15,USD,M,FOMC Member Mishkin Speaks,,,,,3948
911,2007-03-24,12:00,AUD,N,Daylight Saving Time Shift,,,,,12121
912,2007-03-24,22:00,CHF,N,Daylight Saving Time Shift,,,,,12171
913,2007-03-24,22:00,EUR,N,Daylight Saving Time Shift,,,,,12164
914,2007-03-24,22:00,GBP,N,Daylight Saving Time Shift,,,,,12158
915,2007-03-25,18:45,NZD,H,Trade Balance,-127M,-252M,-831M,-833M,4010
916,2007-03-25,19:50,JPY,M,Monetary Policy Meeting Minutes,,,,,10388
917,2007-03-25,22:00,CNY,H,Industrial Production y/y,18.50%,15.00%,14.70%,,18473
918,2007-03-26,0:01,EUR,L,Eurogroup Meetings [All Day],,,,,44044
919,2007-03-26,6:00,EUR,M,German Buba Monthly Report,,,,,50125
920,2007-03-26,6:30,GBP,M,MPC Member Gieve Speaks,,,,,9293
921,2007-03-26,10:00,USD,H,New Home Sales,848K,985K,882K,937K,3958
922,2007-03-26,19:50,JPY,L,SPPI y/y,0.40%,0.60%,0.60%,,3998
923,2007-03-26,22:00,AUD,M,HIA New Home Sales m/m,2.90%,,5.80%,,14455
924,2007-03-27,0:01,EUR,L,ECOFIN Meetings [All Day],,,,,36333
925,2007-03-27,4:00,CHF,M,UBS Consumption Indicator,2.03,,1.95,,3995
926,2007-03-27,4:00,EUR,H,German Ifo Business Climate,107.7,106.5,107,,3985
927,2007-03-27,4:30,GBP,L,Revised Business Investment q/q,4.50%,3.30%,3.30%,,3977
928,2007-03-27,4:30,GBP,M,BBA Mortgage Approvals,54.7K,,42.8K,37.8K,3976
929,2007-03-27,4:45,GBP,H,BOE Gov King Speaks,,,,,4025
930,2007-03-27,4:45,GBP,H,Inflation Report Hearings,,,,,4246
931,2007-03-27,6:00,CHF,L,SNB Quarterly Bulletin,,,,,13295
932,2007-03-27,6:00,EUR,L,Italian 10-y Bond Auction,4.22|1.4,,4.14|1.6,,43414
933,2007-03-27,9:00,NZD,L,Westpac Consumer Sentiment,117.7,,119.7,,4024
